"configuration","problem","model","data_file","status","time","failures","paths","run","intVars","method","randomSeed","backjumps","solveTime","nogoods","flatTime","error","openNodes","evaluatedReifiedConstraints","eliminatedImplications","flatIntVars","nodes","flatIntConstraints","propagators","restarts","trailMem","baseMem","eliminatedLinearConstraints","flatBoolConstraints","flatBoolVars","initTime","evaluatedHalfReifiedConstraints","nSolutions","boolVariables","peakDepth","propagations","peakMem","variables"
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-06.dzn","ERROR","0.24300115928053856","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-03.dzn","SATISFIED","1.0031908303499222","0","0","sat_appear-cp2025","582","satisfy","1882156937","0","0.014","0","0.384245","","","1333","262","577","112","1819","2707","0","1.41","0.0","","1859","2071","0.168","169","1","17162","111","7792","0.0","17746"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-03.dzn","SATISFIED","0.7639963738620281","0","0","sat_appear-cp2025","370","satisfy","-593195188","0","0.009","0","0.282497","","","613","141","366","59","977","1357","0","1.41","0.0","","928","1036","0.071","101","1","7767","58","3802","0.0","8139"
"chuffed_fixed_fixedorderrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-06.dzn","SATISFIED","1.3342664763331413","0","0","sat_appear-cp2025","877","satisfy","861358995","0","0.019","0","0.521269","","","3356","484","875","212","3864","6399","0","0.63","0.0","","3962","4658","0.278","272","1","10553","211","16356","0.0","11432"
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-02.dzn","UNKNOWN","304.22356555610895","","0","sat_appear-cp2025","","satisfy","","","","","5.13453","","","60346","2620","7855","","63244","42371","","","","","43393","65378","3.27","","0","","","","964.0","6530"
"chuffed_free_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-02.dzn","SATISFIED","2.2300500720739365","6","0","sat_appear-cp2025","1763","satisfy","-1834086173","0","0.034","6","0.914024","","","7268","846","1753","326","8591","14534","0","16.02","0.0","","7363","9402","0.586","606","1","21851","319","54258","0.0","23616"
"cpsat_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-03.dzn","ERROR","0.2321949563920498","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-01.dzn","SATISFIED","4.47599209472537","1","0","sat_appear-cp2025","4410","satisfy","-698864424","0","0.067","1","1.99222","","","14575","1764","4395","474","18761","31049","0","7.12","0.0","","14186","18314","1.26","1899","1","46043","472","91354","0.0","50455"
"gurobi_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-02.dzn","SATISFIED","1.9341996163129807","","0","sat_appear-cp2025","","satisfy","","","1.4182","","1.15101","","","1404","","3849","0","7269","","","","","832","","897","","2402","1","","","","",""
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-05.dzn","SATISFIED","1.389158833771944","0","0","sat_appear-cp2025","877","satisfy","318187954","0","0.02","0","0.536133","","","3822","484","875","212","4330","7331","0","0.94","0.0","","4195","5124","0.306","272","1","12765","211","19128","0.0","13644"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","SATISFIED","2.2366672940552235","3","0","sat_appear-cp2025","2517","satisfy","-352405827","0","0.032","3","1.02535","","","5167","980","2507","268","7613","11515","0","1.41","0.0","","6416","7314","0.499","1055","1","23941","264","37215","0.0","26460"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-04.dzn","SATISFIED","1.221943411976099","41","0","sat_appear-cp2025","836","satisfy","-89084143","258","0.032","41","0.48956","","","1594","312","828","415","2445","3556","0","3.16","0.0","","2114","2480","0.229","246","1","16914","115","101898","0.0","17752"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-03.dzn","SATISFIED","1.3993475958704948","0","0","sat_appear-cp2025","1094","satisfy","-1783728263","0","0.018","0","0.55781","","","2561","468","1085","166","3532","5390","0","2.11","0.0","","3256","3740","0.291","369","1","14290","165","14562","0.0","15386"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-03.dzn","SATISFIED","22.17358285561204","14","0","sat_appear-cp2025","7290","satisfy","760895887","253","0.824","14","7.90228","","","112306","4080","7256","1793","116469","222459","0","4.75","0.0","","74393","121972","8.071999","2700","1","153117","1525","3063135","0.0","160409"
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-01.dzn","SATISFIED","30.80858303233981","21","0","sat_appear-cp2025","10802","satisfy","2008169630","285","1.287","21","11.0484","","","149923","5460","10761","2081","157539","299521","0","10.68","0.0","","98009","161864","11.106","4305","1","219479","1774","3955666","0.0","230283"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","SATISFIED","1.476084515452385","0","0","sat_appear-cp2025","1572","satisfy","1457796701","0","0.018","0","0.671985","","","2515","588","1564","164","4094","5854","0","0.94","0.0","","3557","3870","0.27","633","1","17458","163","16860","0.0","19032"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-04.dzn","SATISFIED","0.6965312771499157","0","0","sat_appear-cp2025","277","satisfy","567225863","0","0.009","0","0.242326","","","526","121","275","59","765","1067","0","0.42","0.0","","834","899","0.058","68","1","5375","58","2846","0.0","5654"
"cpsat_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-02.dzn","ERROR","0.21257218345999718","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-03.dzn","SATISFIED","0.7605289481580257","0","0","sat_appear-cp2025","370","satisfy","1585125026","0","0.009","0","0.282163","","","613","141","366","59","977","1357","0","1.41","0.0","","928","1036","0.071","101","1","7773","58","3790","0.0","8145"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-03.dzn","SATISFIED","0.82532924041152","0","0","sat_appear-cp2025","389","satisfy","-1726928805","0","0.008","0","0.290925","","","579","141","390","59","983","1330","0","0.42","0.0","","911","1020","0.081","101","1","5803","58","3849","0.0","6194"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-05.dzn","SATISFIED","1.365111194550991","1","0","sat_appear-cp2025","1141","satisfy","-1630373925","0","0.019","1","0.562529","","","3602","564","1135","211","4417","7145","0","1.41","0.0","","4287","4992","0.265","404","1","11581","209","21419","0.0","12724"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-06.dzn","SATISFIED","1.0407294146716595","0","0","sat_appear-cp2025","727","satisfy","-1717587464","0","0.013","0","0.494589","","","885","196","723","67","1780","2426","0","0.28","0.0","","1209","1560","0.122","211","1","10239","66","8022","0.0","10968"
"cpsat_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","ERROR","0.21252135559916496","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t025-02.dzn","SATISFIED","7.441600155085325","3","0","sat_appear-cp2025","4083","satisfy","598231426","0","0.108","3","2.80689","","","31599","2115","4066","780","34290","62638","0","16.02","0.0","","25122","36640","2.546","1515","1","55325","776","188671","0.0","59410"
"chuffed_fixed_standardrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-03.dzn","SATISFIED","2.9814078509807587","0","0","sat_appear-cp2025","3029","satisfy","304473057","0","0.04","0","1.27469","","","7226","1176","3018","322","10179","15886","0","10.68","0.0","","8212","9816","0.823","1266","1","28634","321","46875","0.0","31665"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-02.dzn","SATISFIED","1.84324124827981","0","0","sat_appear-cp2025","1349","satisfy","-1079288257","0","0.027","0","0.71849","","","5226","680","1340","269","6181","10320","0","10.68","0.0","","5653","6951","0.452","450","1","21368","268","28186","0.0","22719"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-01.dzn","ERROR","0.21231167390942574","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-04.dzn","UNKNOWN","301.8004348911345","13753195","0","sat_appear-cp2025","","satisfy","","","298.41","","1.57161","","","13390","1048","3295","27648589","14836","12119","","","","","11983","15578","0.7","","0","","","","280.0","2969"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-04.dzn","ERROR","0.21357564255595207","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-01.dzn","SATISFIED","73.71094096451998","","0","sat_appear-cp2025","","satisfy","","","71.6837","","17.0908","","3","8078","","63515","66","103856","","","","","6100","","7659","","55792","1","","","","",""
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-04.dzn","SATISFIED","2.5602049343287945","0","0","sat_appear-cp2025","2043","satisfy","957548021","0","0.033","0","1.03731","","","7130","936","2032","322","8801","14544","0","4.75","0.0","","7516","9356","0.712","738","1","20962","321","39839","0.0","23007"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-02.dzn","SATISFIED","5.089219219982624","16","0","sat_appear-cp2025","","satisfy","","","1.24","","1.62836","","","19960","1386","2620","82","20568","14340","","","","","16173","22723","0.89","","1","","","","357.0","2562"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-04.dzn","ERROR","0.2067442238330841","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-02.dzn","SATISFIED","2.371660653501749","1","0","sat_appear-cp2025","982","satisfy","74218340","0","0.028","1","0.369918","","","1144","282","592","108","1608","2303","0","1.41","0.0","","1815","1868","1.401","202","1","838037","106","7215","0.0","839021"
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-01.dzn","ERROR","0.20826001092791557","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"gurobi_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-02.dzn","SATISFIED","0.6537654101848602","","0","sat_appear-cp2025","","satisfy","","","0.2314","","0.247842","","","96","","166","0","202","","","","","","","42","","182","1","","","","",""
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-01.dzn","UNKNOWN","307.96577010676265","","0","sat_appear-cp2025","","satisfy","","","","","10.448","","","151500","4410","8532","","153022","89438","","","","","95735","159991","8.62","","0","","","","2365.0","7972"
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-03.dzn","SATISFIED","1.5770196467638016","1","0","sat_appear-cp2025","1079","satisfy","120967938","1","0.025","1","0.624887","","","4874","605","1071","267","5467","9317","0","10.68","0.0","","5292","6495","0.359","340","1","12829","264","30295","0.0","13910"
"cpsat_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-06.dzn","ERROR","0.21322185546159744","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-04.dzn","SATISFIED","0.7847457267343998","0","0","sat_appear-cp2025","148","satisfy","1813845905","0","0.009","0","0.196628","","","24","","86","8","201","202","0","0.63","0.0","","12","100","0.193","","1","131240","7","964","0.0","131390"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-05.dzn","SATISFIED","0.784459825605154","4","0","sat_appear-cp2025","418","satisfy","-1123508137","0","0.01","4","0.306542","","","636","146","414","61","1081","1482","0","1.41","0.0","","953","1095","0.083","112","1","12177","56","7537","0.0","12597"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-06.dzn","SATISFIED","1.7805492766201496","0","0","sat_appear-cp2025","1416","satisfy","-349093590","0","0.022","0","0.719201","","","3824","624","1408","218","5040","7933","0","1.41","0.0","","4546","5358","0.438","492","1","18426","217","22318","0.0","19844"
"chuffed_fixed_priorityrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-03.dzn","SATISFIED","20.952927723526955","28","0","sat_appear-cp2025","5953","satisfy","-1406548164","2","0.346","28","7.4539","","","110726","3630","5921","1556","113269","218029","0","2.11","0.0","","72493","120012","7.868","2040","1","140745","1525","849938","0.0","146700"
