"configuration","problem","model","data_file","status","time","evaluatedReifiedConstraints","paths","method","flatIntConstraints","solveTime","failures","randomSeed","nSolutions","flatBoolConstraints","restarts","propagators","propagations","initTime","evaluatedHalfReifiedConstraints","peakMem","trailMem","baseMem","eliminatedLinearConstraints","boolVariables","objective","backjumps","openNodes","error","solver_objective","intVars","nodes","variables","peakDepth","flatTime","optTime","flatBoolVars","run","objectiveBound","eliminatedImplications","nogoods","flatIntVars"
"chuffed_free_priority_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","OPTIMAL_SOLUTION","0.5250987110193819","6","0","minimize","101","0.001","0","1635424461","1","3","1","107","254","0.03","3","0.0","0.08","0.0","","32199","948","0","","","948","56","5","32257","5","0.225329","0.001","69","endtimes_reverse-cp2025","","","0","51"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-01.dzn","OPTIMAL_SOLUTION","81.28739960095845","1323","0","minimize","3283","76.502","9313","","25","4235","","","7888422","","1323","","","","","1278","47070","","","","47070","","","","","0.705337","","3680","endtimes_reverse-cp2025","47070","1694","","1608"
"cpsat_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","UNSATISFIABLE","1.180540753994137","392","0","minimize","1143","0.028529","0","","0","1286","","","0","","432","","","","","0","","","","","0","","","","","0.323071","","1116","endtimes_reverse-cp2025","0","524","","556"
"chuffed_fixed_fixedorderrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","UNSATISFIABLE","46.348551508039236","688","0","minimize","1103","45.599","358282","-2001673391","0","952","17","1530","175876629","0.087","96","0.0","1.41","0.0","","73141","","4227","","","-1","382","360852","73525","4","0.313538","0.0","1131","endtimes_reverse-cp2025","","136","358282","378"
"chuffed_fixed_standardrestart_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-04.dzn","OPTIMAL_SOLUTION","0.7643216450233012","1072","0","minimize","1324","0.01","2","-498913554","1","1678","1","1990","6405","0.105","136","0.0","0.94","0.0","","40013","2219","0","","","2219","440","106","40455","104","0.323148","0.01","1720","endtimes_reverse-cp2025","","242","2","435"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","OPTIMAL_SOLUTION","0.5564801141154021","66","0","minimize","343","0.007","0","833331242","1","33","1","347","1182","0.029","9","0.0","0.08","0.0","","5433","8247","0","","","8247","138","11","5573","11","0.237524","0.007","185","endtimes_reverse-cp2025","","","0","134"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","304.2188763760496","89106","0","minimize","89966","289.17","48121","","93","57970","","53214","","3.98","","988.0","","","","","173227","","","","173227","","107721","5289","","5.93756","","95325","endtimes_reverse-cp2025","163671","3025","","5127"
"cpotimizer_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","UNSATISFIABLE","2.2514206289779395","","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.82375","","","endtimes_reverse-cp2025","","","",""
"chuffed_free_priority_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","OPTIMAL_SOLUTION","5.830273276893422","3015","0","minimize","4036","4.107999","1525","1497379664","14","3372","21","6268","6789328","0.373","319","0.0","4.75","0.0","","429972","27034","3226","","","27034","1071","7106","431045","308","0.703629","4.025","4276","endtimes_reverse-cp2025","","423","1525","1064"
"cpsat_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","UNSATISFIABLE","0.6072696219198406","16","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.3444","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_priority_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","UNSATISFIABLE","1.7648638740647584","86","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.41095","","","endtimes_reverse-cp2025","","","",""
"gurobi_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","UNSATISFIABLE","1.4085969820152968","1072","0","satisfy","","","","","","","","","","","2120","","","","","","","","","","","","","","","1.05478","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","OPTIMAL_SOLUTION","2.1615978721529245","766","0","minimize","1154","1.446","6401","867930501","3","954","3","1662","6259049","0.083","72","0.0","2.11","0.0","","37680","9344","13968","","","9344","349","20549","38031","61","0.306368","0.172","1195","endtimes_reverse-cp2025","","121","6401","347"
"chuffed_fixed_priorityrestart_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-03.dzn","UNSATISFIABLE","0.9724069610238075","30","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.691362","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_standard_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","UNKNOWN","300.7898362870328","4202","0","minimize","5386","299.253","176577","939289941","0","4735","0","8623","1467858695","0.282","498","0.0","2.11","0.0","","90896","","795356","","","-1","1403","971947","92301","22","0.740812","0.0","5724","endtimes_reverse-cp2025","","624","176577","1391"
"chuffed_free_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-04.dzn","UNSATISFIABLE","1.2988826900254935","1539","0","minimize","2279","0.286","332","1725503783","0","2063","2","3327","1278754","0.133","245","0.0","2.11","0.0","","109169","","83","","","-1","772","412","109943","15","0.506773","0.0","2393","endtimes_reverse-cp2025","","302","332","763"
"chuffed_fixed_priorityrestart_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","0.8730761560145766","657","0","minimize","1355","0.036","115","-1527486781","1","1095","2","1757","142656","0.082","217","0.0","0.94","0.0","","18406","7137","7","","","7137","621","184","19029","58","0.447594","0.016","1222","endtimes_reverse-cp2025","","196","115","617"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","OPTIMAL_SOLUTION","0.5461122051347047","8","0","minimize","115","0.006","0","691615580","1","4","1","108","346","0.06","","0.0","0.08","0.0","","68215","1372","0","","","1372","57","4","68274","4","0.203908","0.006","50","endtimes_reverse-cp2025","","","0","52"
"cpsat_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-03.dzn","OPTIMAL_SOLUTION","8.458269702969119","591","0","minimize","1927","6.36844","11731","","6","1971","","","6346058","","681","","","","","904","15215","","","","15215","","","","","0.545367","","1808","endtimes_reverse-cp2025","15215","801","","979"
"chuffed_fixed_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-04.dzn","OPTIMAL_SOLUTION","0.7664237739518285","1072","0","minimize","1324","0.011","2","1722653433","1","1678","1","1990","6581","0.103","136","0.0","0.94","0.0","","40036","2219","0","","","2219","440","106","40478","104","0.32228","0.01","1720","endtimes_reverse-cp2025","","242","2","435"
"chuffed_fixed_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","OPTIMAL_SOLUTION","1.1169860470108688","536","0","minimize","783","0.017","1","924433371","1","839","1","1094","3269","0.408","71","0.0","0.94","0.0","","444895","2199","0","","","2199","281","61","445178","60","0.274556","0.015","910","endtimes_reverse-cp2025","","121","1","277"
"chuffed_fixed_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-06.dzn","OPTIMAL_SOLUTION","0.675952778197825","629","0","minimize","1007","0.01","3","1554737057","1","936","1","1382","7236","0.054","114","0.0","0.63","0.0","","5866","4198","1","","","4198","380","66","6248","62","0.32147","0.008","1085","endtimes_reverse-cp2025","","141","3","374"
"chuffed_free_priority_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-01.dzn","UNSATISFIABLE","1.055199061986059","42","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.770699","","","endtimes_reverse-cp2025","","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-03.dzn","OPTIMAL_SOLUTION","1.639628502074629","378","0","minimize","1199","0.201859","22","","3","1210","","","19426","","378","","","","","168","11135","","","","11135","","","","","0.332803","","1138","endtimes_reverse-cp2025","11135","484","","573"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","SATISFIED","303.3071401331108","36604","0","minimize","38347","","","","3","26867","","","","","1035","","","","","","83885","","","","","","","","","2.69502","","41440","endtimes_reverse-cp2025","","1815","","3186"
"chuffed_fixed_priority_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-06.dzn","UNKNOWN","302.1829196708277","13744","0","minimize","15597","","","","0","11844","","","","","824","","","","","","","","","","","","","","","1.48484","","16650","endtimes_reverse-cp2025","","1128","","2384"
"chuffed_fixed_standardrestart_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-04.dzn","UNSATISFIABLE","1.882250112015754","110","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.50749","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-03.dzn","UNKNOWN","300.9482421090361","3284","0","minimize","4178","299.354","269486","112637244","0","3466","0","6712","880972504","0.323","282","0.0","10.68","0.0","","343701","","158","","","-1","963","269645","344666","6","0.638644","0.0","4457","endtimes_reverse-cp2025","","408","269486","957"
"cpsat_fixed_standard_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","UNSATISFIABLE","1.6079600409138948","112","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.27145","","","endtimes_reverse-cp2025","","","",""
"cpotimizer_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-05.dzn","UNSATISFIABLE","1.490837834076956","","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.1462","","","endtimes_reverse-cp2025","","","",""
"cpsat_fixed_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","OPTIMAL_SOLUTION","1.0088702701032162","198","0","minimize","773","0.143122","80","","1","671","","","27831","","238","","","","","140","7137","","","","7137","","","","","0.306518","","657","endtimes_reverse-cp2025","7137","272","","385"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","SATISFIED","301.33987904479727","4377","0","minimize","34257","300.2232","","","21","","","","","","16972","","","","2745","","73676","","754","","73676","","7178","","","5.69568","","3710","endtimes_reverse-cp2025","73277","","","20419"
"chuffed_fixed_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","UNKNOWN","301.4986996569205","6209","0","minimize","7799","299.016","117062","-1284124986","0","6397","0","12775","378660504","0.595","624","0.0","24.03","0.0","","650411","","49","","","-1","1805","117114","652218","6","0.97495","0.0","8167","endtimes_reverse-cp2025","","780","117062","1796"
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-06.dzn","UNKNOWN","301.8600129240658","11645","0","minimize","12441","298.74","680","","0","9756","","9176","","0.71","","276.0","","","","","","","","","","","1448","1984","","1.2567","","13572","endtimes_reverse-cp2025","55553","882","","1866"
"cpsat_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","ERROR","1.9592092758975923","408","0","minimize","1637","","","","0","1390","","","","","508","","","","","","","","","terminate called after throwing an instance of 'std::out_of_range'
  what():  absl::container_internal::raw_hash_map<>::at","","","","","","0.548549","","1372","endtimes_reverse-cp2025","","574","","837"
"chuffed_fixed_standardrestart_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","OPTIMAL_SOLUTION","1.4792847409844398","1062","0","minimize","1297","0.026","1","1471321738","1","1673","1","1947","5813","0.647","139","0.0","0.42","0.0","","677942","1475","0","","","1475","432","108","678376","107","0.318803","0.024","1709","endtimes_reverse-cp2025","","242","1","427"
"cpsat_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-02.dzn","OPTIMAL_SOLUTION","1.3845216678455472","392","0","minimize","1170","0.308074","27","","4","1286","","","28589","","432","","","","","58","4956","","","","4956","","","","","0.338206","","1136","endtimes_reverse-cp2025","4956","524","","570"
"gurobi_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","OPTIMAL_SOLUTION","0.4331786911934614","42","0","minimize","45","0.172","","","1","","","","","","49","","","","","","350","","","","350","","0","","","0.172935","","20","endtimes_reverse-cp2025","350","","","46"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","OPTIMAL_SOLUTION","8.588793388800696","3548","0","minimize","4113","7.241","6906","1481285796","1","4058","8","6790","47737809","0.292","279","0.0","1.41","0.0","","31056","9536","30744","","","9536","907","37918","31965","213","0.581291","0.016","4881","endtimes_reverse-cp2025","","484","6906","900"
"cpsat_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","UNSATISFIABLE","1.345080238999799","84","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.018659","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-01.dzn","OPTIMAL_SOLUTION","0.5524171178694814","6","0","minimize","118","0.005","0","-479244648","1","3","1","110","344","0.067","","0.0","0.12","0.0","","75517","1493","0","","","1493","57","4","75576","4","0.198582","0.005","50","endtimes_reverse-cp2025","","","0","55"
