"configuration","problem","model","data_file","status","time","objectiveBound","solver_objective","eliminatedImplications","randomSeed","flatBoolVars","nodes","boolVariables","propagators","backjumps","baseMem","evaluatedReifiedConstraints","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","run","trailMem","solveTime","flatTime","method","eliminatedLinearConstraints","flatIntVars","variables","intVars","nogoods","propagations","peakMem","failures","restarts","peakDepth","paths","initTime","openNodes"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-06.dzn","SATISFIED","4.400920963846147","","","484","","13084","2275","","9471","","","11460","13316","1","","7876","sat_reverse-cp2025_big","","1.37","1.24817","satisfy","","1611","2187","","","","246.0","1062","","","0","0.6",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","SATISFIED","0.9593279690016061","","","","","529","0","","","","","707","2588","1","1177","","sat_reverse-cp2025_big","","0.6515","0.590125","satisfy","305","1553","","","","","","","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","SATISFIED","2.3173958980478346","","","242","593920631","5256","982","100059","9142","270","0.0","4168","5598","1","142","3226","sat_reverse-cp2025_big","2.11","0.297","0.695865","satisfy","","990","101069","1008","539","2157003","0.0","539","2","135","0","0.653",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-01.dzn","SATISFIED","44.87133997492492","","","4235","1847097051","166517","12924","270593","306644","2379","0.0","155580","158803","1","2396","97775","sat_reverse-cp2025_big","7.12","15.231","9.77391","satisfy","","7025","277659","7064","8798","101929250","0.0","8798","0","1746","0","12.039",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","SATISFIED","3.040452207904309","","","363","","9239","468","","7042","","","7944","9522","1","","5579","sat_reverse-cp2025_big","","0.56","0.944308","satisfy","","1298","1798","","","","191.0","191","","","0","0.42",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","SATISFIED","20.837365654995665","","","363","-1422681186","7336","96285","192592","12569","41217","0.0","5944","7449","1","211","4685","sat_reverse-cp2025_big","7.12","18.495","0.854368","satisfy","","1179","193797","1203","54884","137899707","0.0","54884","0","183","0","0.709",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","ALL_SOLUTIONS","0.642228787066415","0","0","","","110","","7","","","","","300","1","","","sat_reverse-cp2025_big","","0.027379","0.213797","satisfy","","126","","","","20","","0","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","SATISFIED","14.170350553002208","","","726","1488208340","23910","19390","90212","43401","17125","0.0","21188","23993","1","428","14020","sat_reverse-cp2025_big","16.02","8.346","1.92447","satisfy","","2262","92514","2300","1893","142374549","0.0","1893","0","371","0","2.205",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-06.dzn","ALL_SOLUTIONS","16.80695539410226","0","0","1210","","3342","","1489","","","","945","4325","1","945","3025","sat_reverse-cp2025_big","","6.56994","0.890457","satisfy","","2067","","","","2898771","","7314","","","0","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-01.dzn","SATISFIED","91.04494866007008","","","1452","","50508","79886","","29978","","","46876","49021","1","","29874","sat_reverse-cp2025_big","","81.56","3.48037","satisfy","","3257","3904","","","","948.0","35042","","","0","2.49",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","1.0921150408685207","","","242","2007530176","3194","128","7712","4993","0","0.0","2320","3179","1","140","2302","sat_reverse-cp2025_big","0.63","0.01","0.515339","satisfy","","716","8445","731","1","27902","0.0","1","0","126","0","0.184",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","42.939703922951594","","","","","4574","1","","","","","6255","66751","1","39367","","sat_reverse-cp2025_big","","41.4554","12.7418","satisfy","2745","42727","","","","","","","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","SATISFIED","0.48310821992345154","","","","","43","0","","","","","90","125","1","118","","sat_reverse-cp2025_big","","0.2049","0.203013","satisfy","","113","","","","","","","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","SATISFIED","1.16429781797342","","","242","-8166680","1676","134","462672","1885","5","0.0","1066","1212","1","136","1675","sat_reverse-cp2025_big","2.11","0.067","0.294301","satisfy","","381","463056","382","28","26997","0.0","28","0","100","0","0.409",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-04.dzn","ALL_SOLUTIONS","12.126490443013608","0","0","1936","","4862","","945","","","","1512","5640","1","1512","4840","sat_reverse-cp2025_big","","1.82497","1.07973","satisfy","","2712","","","","514715","","1511","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","UNKNOWN","0.5006516028661281","0","0","","","42","","0","","","","","121","0","","","sat_reverse-cp2025_big","","0.005078","0.184777","satisfy","","49","","","","0","","0","","","0","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-02.dzn","SATISFIED","47.776218333048746","","","4840","","203057","2706","","109410","","","193427","193966","1","","118186","sat_reverse-cp2025_big","","15.04","11.9341","satisfy","","7811","7788","","","","3316.0","1107","","","0","9.77",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","ALL_SOLUTIONS","21.6219415680971","0","0","2420","","5720","","381","","","","1890","5986","1","1890","6050","sat_reverse-cp2025_big","","4.6247","1.14583","satisfy","","2908","","","","651803","","205","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","SATISFIED","10.372499880148098","","","","","3220","1","","","","","4935","36083","1","21771","","sat_reverse-cp2025_big","","9.4447","6.92486","satisfy","1525","23582","","","","","","","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-01.dzn","ALL_SOLUTIONS","24.77883596601896","0","0","3630","","8070","","246","","","","2835","7588","1","2835","9075","sat_reverse-cp2025_big","","4.15181","1.45437","satisfy","","3720","","","","437121","","24","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","SATISFIED","11.226932690944523","","","1089","2104403374","35667","4265","343166","64658","360","0.0","32096","34962","1","630","21187","sat_reverse-cp2025_big","16.02","2.912","2.63053","satisfy","","2765","345971","2803","3229","27581297","0.0","3229","6","514","0","3.298",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","ALL_SOLUTIONS","93.3333821259439","0","0","1936","","4778","","2413","","","","1512","5338","1","1512","4840","sat_reverse-cp2025_big","","78.6113","1.04399","satisfy","","2580","","","","64675679","","155139","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","SATISFIED","0.43636713619343936","","","","441183201","14","1","8819","31","0","0.0","","36","1","","","sat_reverse-cp2025_big","0.04","0.001","0.179609","satisfy","","17","8840","19","0","52","0.0","0","0","0","0","0.009",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-04.dzn","ALL_SOLUTIONS","2.5699699791148305","0","0","484","","1414","","766","","","","378","1945","1","378","1210","sat_reverse-cp2025_big","","0.439415","0.494545","satisfy","","918","","","","129444","","905","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-05.dzn","SATISFIED","1.7369683221913874","","","242","-280530621","4870","1989","24369","8266","109","0.0","3828","5076","1","152","3056","sat_reverse-cp2025_big","2.11","0.101","0.674253","satisfy","","902","25293","922","1716","899661","0.0","1716","4","136","0","0.43",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-01.dzn","ALL_SOLUTIONS","3.711429910035804","0","0","726","","2014","","103","","","","567","2606","1","567","1815","sat_reverse-cp2025_big","","0.539053","0.608535","satisfy","","1239","","","","33586","","24","","","0","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","UNKNOWN","301.40914059686475","","","1210","","3370","","","","","","945","4384","0","945","3025","sat_reverse-cp2025_big","","","0.919777","satisfy","","2096","","","","","","","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","12.421097370097414","","","","","2673","1","","","","","3954","26927","1","16242","","sat_reverse-cp2025_big","","11.6871","5.35377","satisfy","1220","17626","","","","","","","","","0","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-05.dzn","UNKNOWN","302.7202056639362","","","605","","22270","","","","","","19826","22633","0","359","12768","sat_reverse-cp2025_big","","","1.76286","satisfy","","2105","","","","","","","","","0","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","ALL_SOLUTIONS","0.503385768039152","0","0","","","14","","0","","","","","44","1","","","sat_reverse-cp2025_big","","0.021764","0.171338","satisfy","","17","","","","0","","0","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","ALL_SOLUTIONS","0.9942247159779072","0","0","242","","600","","78","","","","189","691","1","189","605","sat_reverse-cp2025_big","","0.097652","0.26199","satisfy","","321","","","","6371","","0","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","SATISFIED","48.01994912698865","","","","","4228","13","","","","","5908","58695","1","34698","","sat_reverse-cp2025_big","","46.7274","10.4613","satisfy","2440","37678","","","","","","","","","0","","1"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","7.547090189997107","","","726","-55981288","25498","4732","99005","46735","3652","0.0","22744","25691","1","420","14798","sat_reverse-cp2025_big","3.16","1.71","2.027829","satisfy","","2326","101373","2366","703","27267389","0.0","703","0","376","0","2.135",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","SATISFIED","0.6419667250011116","","","121","-1744595963","1000","68","6824","1245","4","0.0","598","897","1","75","870","sat_reverse-cp2025_big","2.11","0.008","0.290893","satisfy","","302","7133","307","1","3953","0.0","1","0","62","0","0.055",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","SATISFIED","0.8495033101644367","","","242","","2071","15","","1657","","","1517","1730","1","","1831","sat_reverse-cp2025_big","","0.09","0.322048","satisfy","","481","545","","","","34.0","1","","","0","0.07",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","ALL_SOLUTIONS","0.5004182748962194","0","0","","","14","","0","","","","","44","1","","","sat_reverse-cp2025_big","","0.021709","0.171383","satisfy","","17","","","","0","","0","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","SATISFIED","0.48020720086060464","","","","1994735399","28","2","28379","56","0","0.0","","67","1","","","sat_reverse-cp2025_big","0.05","0.004","0.19643","satisfy","","32","28418","37","0","139","0.0","0","0","1","0","0.025",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-01.dzn","SATISFIED","0.9170638669747859","","","","","493","0","","","","","633","2434","1","1043","","sat_reverse-cp2025_big","","0.6014","0.546862","satisfy","305","1423","","","","","","","","","0","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","SATISFIED","1.181614711880684","","","242","-187798861","1676","134","462672","1885","5","0.0","1066","1212","1","136","1675","sat_reverse-cp2025_big","2.11","0.062","0.296733","satisfy","","381","463056","382","28","26997","0.0","28","0","100","0","0.424",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-06.dzn","SATISFIED","0.5407918109558523","","","","","97","0","","","","","204","254","1","252","","sat_reverse-cp2025_big","","0.2561","0.249758","satisfy","","244","","","","","","","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","SATISFIED","37.01578903011978","","","4235","-1691350524","166065","4178","222402","305740","855","0.0","155128","158351","1","2396","97549","sat_reverse-cp2025_big","16.02","3.03","10.1037","satisfy","","7025","229468","7064","1297","16899570","0.0","1297","4","1779","0","14.665",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","ALL_SOLUTIONS","15.942355447914451","0","0","1936","","4788","","1137","","","","1512","5374","1","1512","4840","sat_reverse-cp2025_big","","3.40444","1.06376","satisfy","","2596","","","","607955","","1749","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","ALL_SOLUTIONS","20.198536139912903","0","0","2662","","6226","","256","","","","2079","6392","1","2079","6655","sat_reverse-cp2025_big","","2.60492","1.27066","satisfy","","3104","","","","310660","","69","","","0","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","SATISFIED","0.4660287799779326","","","","1786534120","28","2","28379","56","0","0.0","","67","1","","","sat_reverse-cp2025_big","0.05","0.004","0.186389","satisfy","","32","28418","37","0","139","0.0","0","0","1","0","0.025",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","ALL_SOLUTIONS","10.328366682166234","0","0","1210","","3370","","132","","","","945","4384","1","945","3025","sat_reverse-cp2025_big","","1.11211","0.909431","satisfy","","2096","","","","32301","","0","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","UNKNOWN","302.89191891788505","","","847","","30585","","","","","","27534","30559","0","484","17764","sat_reverse-cp2025_big","","","2.30483","satisfy","","2519","","","","","","","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","SATISFIED","64.93865295313299","","","3025","867794838","107433","50134","263029","196066","9941","0.0","99364","102371","1","1716","63957","sat_reverse-cp2025_big","3.16","49.984","6.48336","satisfy","","5357","268427","5396","38537","364633595","0.0","38537","12","1295","0","4.754",""
