"configuration","problem","model","data_file","status","time","paths","randomSeed","nSolutions","flatIntConstraints","propagations","failures","baseMem","evaluatedReifiedConstraints","solveTime","openNodes","eliminatedImplications","intVars","initTime","optTime","eliminatedLinearConstraints","trailMem","variables","restarts","peakMem","flatBoolVars","solver_objective","run","flatTime","boolVariables","objectiveBound","peakDepth","propagators","nodes","flatBoolConstraints","flatIntVars","backjumps","evaluatedHalfReifiedConstraints","objective","nogoods","method"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-04.dzn","OPTIMAL_SOLUTION","1.2630959360394627","0","1494068852","1","4052","30253","2","0.0","3362","0.019","","544","1045","0.268","0.015","","1.41","20998","1","0.0","4711","8366","endtimes_appear-cp2025","0.548704","19951","","211","6534","217","4113","1036","4","363","8366","2","minimize"
"chuffed_fixed_priorityrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-02.dzn","OPTIMAL_SOLUTION","1.4514404779765755","0","-851825599","2","4002","176903","91","0.0","3462","0.052","","484","895","0.336","0.031","","2.11","11649","2","0.0","4781","13873","endtimes_appear-cp2025","0.580236","10752","","209","6616","532","4015","891","24","275","13873","91","minimize"
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-05.dzn","OPTIMAL_SOLUTION","1.1828210949897766","0","-1572005542","2","4014","160647","80","0.0","3550","0.045","","484","859","0.209","0.028","","1.41","12424","2","0.0","4841","6248","endtimes_appear-cp2025","0.52916","11563","","204","6734","623","4059","853","135","275","6248","80","minimize"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-05.dzn","SATISFIED","302.4329408860067","0","","3","17820","","","","13643","","","1764","","","","","","","","","17388","","endtimes_appear-cp2025","2.02676","","","","","","13720","4392","","1905","55785","","minimize"
"chuffed_fixed_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-02.dzn","OPTIMAL_SOLUTION","2.1412564730271697","0","2055301134","1","6692","51201","8","0.0","5291","0.029","","780","1711","0.589","0.02","","10.68","15655","1","0.0","7169","24836","endtimes_appear-cp2025","0.878039","13942","","261","10758","276","5938","1704","7","624","24836","8","minimize"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-05.dzn","OPTIMAL_SOLUTION","4.010613468941301","0","1784154385","1","14509","137010","9","0.0","10828","0.078","","1568","3896","1.23","0.043","","10.68","41517","1","0.0","14131","29533","endtimes_appear-cp2025","1.62717","37619","","414","23268","443","11546","3886","20","1691","29533","9","minimize"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-06.dzn","OPTIMAL_SOLUTION","0.8238427189644426","0","","3","579","1138","0","","189","0.1245","","242","","","","","","","","","564","3891","endtimes_appear-cp2025","0.231979","5","3891","","","","605","268","","189","3891","","minimize"
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-03.dzn","SATISFIED","301.2835457769688","0","","3","4766","104509920","89203","","1960","116.807","","2620","","","","","","","","","5286","63556","endtimes_appear-cp2025","0.937914","1445","63213","","","","6430","2408","","2160","63556","","minimize"
"chuffed_fixed_fixedorderrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t003-03.dzn","OPTIMAL_SOLUTION","1.3654685190413147","0","137297632","1","1198","5231","1","0.0","991","0.024","","252","429","0.589","0.022","","0.42","625879","1","0.0","1623","1313","endtimes_appear-cp2025","0.294962","625448","","103","1786","104","1661","426","0","147","1313","1","minimize"
"chuffed_fixed_standardrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-01.dzn","UNKNOWN","304.5846126739634","0","","0","56670","","","","53246","","","2820","","","","","","","","","59914","","endtimes_appear-cp2025","4.25236","","","","","","39053","5344","","2032","","","minimize"
"chuffed_fixed_fixedorderrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-06.dzn","OPTIMAL_SOLUTION","0.6607626479817554","0","1442134125","1","849","133946","132","0.0","562","0.037","","121","299","0.063","0.007","","2.11","15819","2","0.0","949","7779","endtimes_appear-cp2025","0.267544","15518","","59","1182","226","852","300","32","68","7779","132","minimize"
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","UNKNOWN","301.0692988979863","0","","0","7202","","22988218","","6228","299.0","","655","","0.39","","","","1954","","130.0","7645","","endtimes_appear-cp2025","1.00103","","18532","","6653","46103168","6416","2102","","","","","minimize"
"chuffed_free_priority_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-01.dzn","OPTIMAL_SOLUTION","158.52865133201703","0","-1491663309","3782","3148","63183558","1878","0.0","2387","157.034","","423","938","0.282","156.779","","3.16","418715","3792","0.0","3526","18102","endtimes_appear-cp2025","0.584635","417775","","426","4807","693292","3058","934","15221","315","18102","1878","minimize"
"cpsat_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-01.dzn","SATISFIED","309.7559070229763","0","","104","27513","7318710","330","","8480","230.146","","13080","","","","","","","","","24092","314928","endtimes_appear-cp2025","5.03207","3787","307013","","","","32280","15454","","13680","314928","","minimize"
"chuffed_fixed_priority_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-03.dzn","OPTIMAL_SOLUTION","1.6398434010334313","0","550299532","1","1113","3869","0","0.0","521","0.018","","196","777","0.786","0.016","","2.11","584157","1","0.0","1023","3795","endtimes_appear-cp2025","0.364058","583378","","56","1375","56","1027","560","0","214","3795","0","minimize"
"gurobi_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-02.dzn","UNKNOWN","314.8447067459347","0","","0","402930","","","","47400","231.4339","","","","","","14808","","","","","14425","","endtimes_appear-cp2025","68.5063","","228135.113035","","","1","","228914","","163896","","","minimize"
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-03.dzn","OPTIMAL_SOLUTION","3.8856631061062217","0","-1563191927","2","1684","18887102","9940","0.0","1292","2.968","","242","509","0.187","0.133","","0.94","39311","2","0.0","2001","15846","endtimes_appear-cp2025","0.349786","38800","","104","2530","15619","1788","507","5472","139","15846","9940","minimize"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-02.dzn","OPTIMAL_SOLUTION","6.629589524935","0","635975416","2","29493","910803","59","0.0","24078","0.381","","2352","5790","2.012","0.322","","2.11","156206","2","0.0","28969","53701","endtimes_appear-cp2025","2.61002","150414","","625","50464","1447","21237","5771","138","2535","53701","59","minimize"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-04.dzn","OPTIMAL_SOLUTION","0.990900405915454","0","-1292891763","1","686","2262","0","0.0","471","0.014","","131","278","0.336","0.013","","0.94","374925","1","0.0","833","1905","endtimes_appear-cp2025","0.259214","374645","","58","935","58","830","275","0","82","1905","0","minimize"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-04.dzn","OPTIMAL_SOLUTION","28.476543133030646","0","-779376294","18","15761","42362199","4273","0.0","13495","24.284","","1404","2943","1.246","22.692","","24.03","797145","36","0.0","16735","42411","endtimes_appear-cp2025","1.58258","794200","","497","27075","20368","12674","2930","7354","1116","42411","4273","minimize"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-02.dzn","OPTIMAL_SOLUTION","0.46579000598285347","0","610797106","1","72","262","0","0.0","6","0.005","","","35","0.03","0.005","","0.12","33572","1","0.0","34","949","endtimes_appear-cp2025","0.181181","33535","","4","68","4","3","32","0","","949","0","minimize"
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-05.dzn","SATISFIED","302.37961105199065","0","","3","15794","","","","13521","","","1404","","","","","","","","","16758","","endtimes_appear-cp2025","1.61328","","","","","","12687","2932","","1113","55785","","minimize"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-02.dzn","OPTIMAL_SOLUTION","1.252236303058453","0","-942032328","1","2749","19693","7","0.0","1554","0.016","","392","1133","0.179","0.014","","1.41","18340","1","0.0","2561","13887","endtimes_appear-cp2025","0.658661","17205","","111","3768","126","2310","1125","10","431","13887","7","minimize"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-05.dzn","OPTIMAL_SOLUTION","1.3092032180866227","0","501658309","2","4333","36330","3","0.0","3822","0.027","","484","880","0.28","0.027","","0.94","13705","2","0.0","5127","12189","endtimes_appear-cp2025","0.559291","12823","","211","7313","423","4195","877","0","275","12189","3","minimize"
"cpsat_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-01.dzn","OPTIMAL_SOLUTION","4.437167216092348","0","","4","2733","267266","260","","985","1.27184","","1335","","","","","","","","","2796","18101","endtimes_appear-cp2025","0.614884","187","18101","","","","3285","1400","","1135","18101","","minimize"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-01.dzn","SATISFIED","304.61692364909686","0","","1","56670","","","","53246","","","2820","","","","","","","","","59914","","endtimes_appear-cp2025","4.20127","","","","","","39053","5344","","2032","108522","","minimize"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-01.dzn","SATISFIED","312.6931149349548","0","","2","196662","","","","190198","","","5640","","","","","","","","","203326","","endtimes_appear-cp2025","12.5623","","","","","","119959","10484","","4052","307928","","minimize"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-03.dzn","SATISFIED","300.84296746493783","0","1738788870","2","3407","882075141","518842","0.0","2567","299.375","","423","980","0.33","47.32","","4.75","72754","2","0.0","3744","21084","endtimes_appear-cp2025","0.615541","71772","","158","5232","594581","3148","975","75416","315","21084","518842","minimize"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-05.dzn","OPTIMAL_SOLUTION","2.285292227054015","0","968647163","1","7782","52584","5","0.0","5335","0.041","","980","2519","0.482","0.029","","7.12","30414","1","0.0","7482","17615","endtimes_appear-cp2025","1.14411","27893","","265","11853","274","6500","2508","4","1055","17615","5","minimize"
"cpsat_fixed_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-02.dzn","SATISFIED","301.2156795539195","0","","1","4970","60040","43","","2268","1.27535","","2904","","","","","","","","","6064","53804","endtimes_appear-cp2025","0.889909","874","53580","","","","7260","2455","","2268","53804","","minimize"
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-01.dzn","OPTIMAL_SOLUTION","1.229838924948126","0","-1573042503","1","678","2333","0","0.0","476","0.014","","121","478","0.593","0.013","","0.63","427398","1","0.0","835","3263","endtimes_appear-cp2025","0.251359","426918","","58","937","58","809","257","0","68","3263","0","minimize"
"chuffed_fixed_standardrestart_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-02.dzn","OPTIMAL_SOLUTION","6.316846607020125","0","12054626","3","20821","2177801","136","0.0","16238","0.632","","1960","4865","1.85","0.614","","3.16","121798","4","0.0","20369","58052","endtimes_appear-cp2025","2.31564","116931","","510","34382","2027","15784","4849","354","2119","58052","136","minimize"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-01.dzn","OPTIMAL_SOLUTION","2.041937982896343","0","-1643413036","1","6571","227119","46","0.0","5580","0.056","","680","1366","0.566","0.031","","0.94","23625","1","0.0","7324","18101","endtimes_appear-cp2025","0.79042","22257","","267","11035","553","5830","1358","276","453","18101","46","minimize"
"cpsat_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-04.dzn","OPTIMAL_SOLUTION","2.047176574007608","0","","2","2263","203495","5","","636","0.670892","","981","","","","","","","","","1897","6758","endtimes_appear-cp2025","0.500155","490","6758","","","","2421","1241","","1026","6758","","minimize"
"cpotimizer_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","UNKNOWN","308.36934672202915","0","","0","127098","","","","123013","","","3930","","8.369999","","","","9486","","2466.0","130415","","endtimes_appear-cp2025","9.29113","","","","79326","","81332","11650","","","","","minimize"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-02.dzn","OPTIMAL_SOLUTION","1.6772130420431495","0","","1","1373","35405","67","","407","0.280347","","569","","","","","","","","","1243","13887","endtimes_appear-cp2025","0.454097","269","13887","","","","1376","702","","497","13887","","minimize"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-03.dzn","OPTIMAL_SOLUTION","4.535027297097258","0","","2","17989","","","","2828","3.9861","","","","","","1830","","","","","2445","34385","endtimes_appear-cp2025","2.75921","","34385","","","1","","10368","","8060","34385","","minimize"
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-01.dzn","OPTIMAL_SOLUTION","6.498144443961792","0","-1506564146","1","28841","720235","82","0.0","25960","0.188","","1872","3848","2.208","0.074","","7.12","72020","1","0.0","30205","54880","endtimes_appear-cp2025","2.40182","68170","","607","51906","710","20882","3833","21","1485","54880","82","minimize"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-05.dzn","OPTIMAL_SOLUTION","0.6116402400657535","0","","1","932","","8","","702","0.04","","121","","0.03","","","","383","","13.0","1033","6536","endtimes_appear-cp2025","0.246377","","6536","","991","8","896","310","","","6536","","minimize"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-05.dzn","OPTIMAL_SOLUTION","7.219036313006654","0","","8","4010","429532","241","","1428","2.07348","","2009","","","","","","","","","3989","41503","endtimes_appear-cp2025","0.875415","372","41503","","","","4865","2103","","1778","41503","","minimize"
